Brand,Price,Currency,Color,Features,Condition,Condition Description,Seller Note,GPU,Processor,Processor Speed,Processor Speed Unit,Type,Width of the Display,Height of the Display,OS,Storage Type,Hard Drive Capacity,Hard Drive Capacity Unit,SSD Capacity,SSD Capacity Unit,Screen Size (inch),Ram Size,Ram Size Unit
dell,169.0,$,silver,"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","item is seller refurbished, fully tested. not responsible for technical support! machines may show signs of heavy office use, wear scratches across case, rubber screw covers or bumpers may be missing or damaged. cosmetic damage in no way affects the way these machines run.",intel,intel core i7 8th generation,1.80,GHz,notebook/laptop,1920,1080,windows,unknown,,unknown,256,gb,13.3,8,gb
hp,290.0,$,silver,Wi-Fi,Very Good - Refurbished,"The item shows minimal wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to very good condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.",undefined,intel,intel core i5 8th generation,2.60,GHz,notebook/laptop,1920,1080,windows,ssd,500,gb,500,gb,14,32,gb
dell,90.0,$,black,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","for parts or repair only. has scratches and dings, and cosmetic blemishes, primarily from adhesive residue from removal of previous owner's stickers.",other,intel core i7,,unknown,notebook/laptop,,,unknown,other,,unknown,,unknown,14,8,gb
lenovo,105.0,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","preowned condition, good working condition",other,intel core i5-3320m,2.60,GHz,notebook/laptop,,,unknown,unknown,180,gb,,unknown,12.5,8,gb
microsoft,409.0,$,silver,"Touchscreen, Bluetooth, Built-in Webcam, Wi-Fi",Open box,"An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description.",wi-fi only. grade a+ in excellent condition. fully tested. 1 year warranty.,intel,intel core i5 11th generation,2.40,GHz,notebook/laptop,2736,1824,windows,ssd,,unknown,256,gb,12.3,8,gb
dell,200.0,$,black,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Rugged, Touchscreen, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",great used shape has scratches scuffs and normal wear from use,intel,intel core i5 6th generation,2.40,GHz,notebook/laptop,1920,1080,windows,ssd,256,gb,256,gb,14,8,gb
lenovo,55.0,$,gray,"Touchscreen, Bluetooth, Built-in Webcam, Wi-Fi, Built-in Microphone",Undefined,Undefined,undefined,mali,mediatek mt8183,2.00,GHz,other,1920,1200,chrome,emmc,,unknown,32,gb,10.1,,unknown
other,225.0,$,silver,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Wi-Fi",New,"A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details.",undefined,amd,intel celeron,2.80,GHz,notebook/laptop,1920,1200,windows,ssd,12,gb,512,gb,15.6,12,gb
hp,659.0,$,blue,Backlit Keyboard,Undefined,Undefined,undefined,nvidia,intel core i5 13th generation,2.10,GHz,notebook/laptop,1920,1080,windows,ssd,,unknown,512,gb,15.6,8,gb
dell,229.0,$,gray,"Backlit Keyboard,  Bluetooth,  Built-in Webcam,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",good working 10th gen laptop - really nice cosmetic condition - wear marks from normal use. ac adapter (power cord) is included!,intel,intel core i5 10th generation,1.70,GHz,notebook/laptop,1920,1080,unknown,ssd,512,gb,512,gb,14,16,gb
hp,210.0,$,other,,Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",used & tested,other,intel core i7 6th generation,,unknown,notebook/laptop,,,unknown,ssd,512,gb,512,gb,15.6,16,gb
lenovo,180.0,$,black,"Backlit Keyboard, Bluetooth, Built-in Webcam, Multi-Touch Trackpad",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",undefined,intel,intel core i7 6th generation,2.60,GHz,notebook/laptop,2560,1440,windows,ssd,512,gb,512,gb,14.1.,16,gb
other,675.0,$,silver,"10/100 LAN Card,  Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Convertible 2-in-1 Laptop/Tablet,  Force Touch Trackpad,  LTE,  Rugged,  Stylus,  Touchscreen,  Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",this rare unit is fully inspected by a toughbook specialist to be in excellent working and physical condition. may or may not show minor cosmetic flaws consistent with normal use. comes with 3-year warranty on parts and labor with free return shipping. select all options to see final price.,other,intel core i5 6th generation,2.40,GHz,other,2160,1440,windows,ssd,,unknown,,unknown,12,16,gb
dell,125.94,$,black,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Wi-Fi",Very Good - Refurbished,"The item shows minimal wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to very good condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.","the item will show some signs of normal wear and is backed by a one-year warranty. our products are refurbished, cleaned, and tested to be of the best quality possible. the item will have only oem parts. includes an oem power supply and a 30-day return guarantee.",intel,intel core i5 6th gen,2.40,GHz,notebook/laptop,1366,768,windows,ssd,,unknown,240,gb,14,8,gb
lenovo,90.0,$,gray,"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.",the laptop is in great working and cosmetic condition. it may show only minor signs of wear. comes with a charger.,intel,intel celeron,2.20,GHz,notebook/laptop,1366,768,windows,ssd,,unknown,128,gb,13,4,gb
other,271.8,$,other,,Very Good - Refurbished,"The item shows minimal wear and is backed by a one year warranty. It is fully functional and has been professionally refurbished, inspected and cleaned to very good condition by qualified sellers. The item includes original or new accessories and will come in new generic packaging. See the seller's listing for full details.","der artikel befindet sich in einem sehr guten zustand. er ist voll funktionsfähig und wurde geprüft, gereinigt und getestet. der artikel kann leichte gebrauchsspuren aufweisen. lieferung in neutraler verpackung mit passendem netzstecker. weitere einzelheiten entnehmen sie bitte aus der artikelbeschreibung.",other,undefined,,unknown,other,,,unknown,unknown,,unknown,,unknown,,,unknown
hp,999.0,$,other,"10/100 LAN Card,  Built-in Webcam",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","previously used, professionally refurbished. see photos and description for details. scratches and wear. no chargers , no operating systems installed.",other,intel core i5-8265u,1.60,GHz,notebook/laptop,,,unknown,ssd,,unknown,256,gb,15.6,8,gb
lenovo,229.0,$,other,"10/100 LAN Card, Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Widescreen Display, Wi-Fi",Used,"An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller's listing for full details and description of any imperfections.","used, tested and working. laptops are in excellent condition with minimal wear. screen have no dead pixels or spots. ac adapter included.",other,intel core i5 8th generation,1.7,GHz,notebook/laptop,1920,1080,windows,ssd,,unknown,256,gb,14,16,gb
asus,293.0,$,gray,"Wi-Fi, Bluetooth, Built-in Webcam, Multi-Touch Trackpad, Built-in Microphone, Backlit Keyboard",Undefined,Undefined,undefined,intel,intel core i3 11th generation,1.80,GHz,notebook/laptop,1920,1080,windows,ssd,256,gb,256,gb,15.6,8,gb
