Course Title,Rating,Level,Duration,Schedule,Review,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url
The Neuroscience of Personal Excellence,4.7,Beginner level,25 hours (approximately),Flexible schedule,10 reviews,Explain how the brain solves problems and how we can improve strategic reasoning.Explain how the brain makes decisions and how we can improve this process.Recognize the psychological construct of perseverance and how to develop it.,"['Psychology', 'Business', 'Performance', 'Leadership', 'Neuroscience']","['Foundations of Neuroscience ', 'Learning and Habituation', 'Decision Making and Problem Solving', 'Finding Your Sweet Spot', 'Forging Mettle']",['Ron Duren Jr.'],['University of Colorado Boulder'],Personal Development,https://www.coursera.org/learn/the-neuroscience-of-personal-excellence
Writing and Editing: Word Choice and Word Order,4.7,Beginner level,20 hours (approximately),Flexible schedule,"1,817 reviews",Learn how the words you choose can change the decisions people make  Use syntax strategicallyWrite with originality and produce sentences that nobody else can writeArrange a complex set of information in a reader-friendly way  ,"['Creativity', 'Time management', 'Persuasion', 'Writing', 'Editing']","['The Words Under the Words', 'The Infinite Power of Grammar', 'The Rule of Three', 'The Power of the Particular']",['Patrick Barry'],['University of Michigan'],Personal Development,https://www.coursera.org/learn/writing-editing-words
Professionalism in an era of change,4.6,Intermediate level,Approx. 26 hours to complete,Flexible schedule,49 reviews,,"['Professional', 'Professional Development', 'Managing professionals', 'Personal Development', 'Leadership Development']","['Professions in transition', 'Control and empowerment of professionals', 'Quality control and competence', 'Organisation and leadership of professional work', 'Professional motivation and well-being', 'Lifelong learning']",['Nicole Mastenbroek'],['Utrecht University'],Personal Development,https://www.coursera.org/learn/professionalism-in-an-era-of-change
"Anatomy of the Chest, Neck, Abdomen, and Pelvis",4.8,Intermediate level,Approx. 16 hours to complete,Flexible schedule,"1,624 reviews",,[],"['Course Overview and Introduction to the Physical Exam', 'Chest Cavity and Lungs', 'Anatomy of the Heart', 'Mediastinum and Great Vessels', 'Anatomy of the Neck', 'Anatomy of the Abdomen', 'Abdomen (Duodenum and Pancreas)', 'Abdomen (Mesenteric Vessels, Retroperitoneum, and Kidneys)', 'Pelvis and Perineum ']","['Shanta Kapadia', 'Charles Duncan', 'William B. Stewart ']",['Yale University'],Personal Development,https://www.coursera.org/learn/trunk-anatomy
Intellectual Humility: Science,4.7,Beginner level,Approx. 21 hours to complete,Flexible schedule,178 reviews,,[],"['Getting Started', 'Humility, exploration, and the psychology of child development', 'What makes us arrogant? Biases, heuristics and cognitive psychology', 'Dogmatism and open-mindedness in politics, religion, and life', 'Humility, emotions and human relations: a view from social psychology', 'End of course assignments']","['Professor Duncan Pritchard', 'Dr. Ian Church', 'Dr. Emma Gordon']",['The University of Edinburgh'],Personal Development,https://www.coursera.org/learn/intellectual-humility-science
Tools and Techniques for Managing Stress,,Beginner level,Approx. 8 hours to complete,Flexible schedule,,"You'll gain knowledge about the causes, types, and effects of stress on physical, mental, and emotional well-being. You'll be introduced to a range of evidence-based stress management techniques and coping strategies. Helps you to learn about maintaining healthy practices in reducing stress levels and promoting overall well-being.You'll be able to develop resilience by learning how to adapt and bounce back from stressful situations. ","['Reducing Stress', 'Mindfulness', 'Quality Life', 'Anxiety Management', 'Relaxation Techniques']",['Tools and Techniques for Managing Stress'],['Tj Walker'],['Starweaver'],Personal Development,https://www.coursera.org/learn/tools-and-techniques-for-managing-stress
Thriving 101: Designing a Fulfilling Life & Career,,Beginner level,Approx. 25 hours to complete,Flexible schedule,,"Define what it means to be flourishing in life and describe the benefits of doing soIdentify the components that affect your happiness set-point and participate in exercises to enhance your happiness set-pointName the 5 elements of thriving and which element has the greatest impact on the restPinpoint the key aspects of career alignment and assess your own interests, strengths, and values","['Career', 'Happiness', 'job search', 'well-being', 'interviewing']","['Introduction', 'The Happiness Set-Point', 'The Power of Your Thoughts', 'Intentional Use of Your Time', 'The Power of Career Alignment', 'Designing Your Career', 'Telling Your Story', 'Summary and Moving Forward']",['Jordan I Maness'],['University of Colorado Boulder'],Personal Development,https://www.coursera.org/learn/thriving-101-designing-a-fulfilling-life-and-career
How to Write a Resume (Project-Centered Course),4.6,,Approx. 5 hours to complete,Flexible schedule,"3,772 reviews",,[],"['Introduction to the Course & Resumes', 'The Foundation of your Resume: A Self-Inventory', 'Writing Content for your Resume', 'Piecing it all Together: Organization, Structure, Format', 'Know your Industry', 'Best-Practices for your Resume from an Employer', 'Frequently Asked Questions']",['Holly Justice'],['The State University of New York'],Personal Development,https://www.coursera.org/learn/how-to-write-a-resume
"Brilliant, Passionate You",4.7,Beginner level,Approx. 18 hours to complete,Flexible schedule,249 reviews,Reflect on the best moments of your life and describe connections between those moments.Describe the personal qualities that represent your best selfArticulate what growth mindset and mindful compassion are and how they support self-improvementCreate a life purpose statement based on your best self and values,"['Self-Help', 'Storytelling', 'Purpose']","['The Best Day of My Life', 'What Do You Want to Be Known for on Earth?', 'Feeling Your Best Self', 'Building a Brilliant, Passionate Community', 'Navigating Challenges and Risks When Leading a Passionate Life', 'Empowering a Passionate World']",['Center for Academic Innovation Experts'],['University of Michigan'],Personal Development,https://www.coursera.org/learn/brilliant-passionate-you
5G for Everyone,4.8,Beginner level,Approx. 13 hours to complete,Flexible schedule,343 reviews,"Gain an in-depth understanding of how 5G is revolutionizing the way we do business in the 2020s.Learn about the technologies that make 5G possible, including mmWave, Massive MIMO, RAN, and more.Learn how companies can take advantage of 5G Private Networks and Industrial IoT to transform the way they operate on a daily basis.Gain the base-level knowledge of 5G you need to continue your wireless education and advance in the rapidly-growing field of wireless technology.","['Wireless Network', 'Massive MIMO', 'Industrial IoT', '5G', 'mmWave']","['Wireless and Cellular Communications Overview', 'What is 5G and Why Do We Need It?', '5G Network and Features', '5G Spectrum and mmWave', 'Massive MIMO', '5G Radio Access Network (RAN)', '5G Private Networks and Industrial IoT', '5G Security']",['Nakul H. Navarange'],['Qualcomm Academy'],Personal Development,https://www.coursera.org/learn/5g-training-qualcomm
Build a free website with WordPress,4.4,Intermediate level,1 hour,,342 reviews,Open a free website on WordPress it and add pages to the website  ,"['Content Creation', 'Creativity', 'Web Page']",['Learn step-by-step'],['Delphine Sangotokun'],['Coursera Project Network'],Personal Development,https://www.coursera.org/projects/build-free-website-wordpress
(Giving Helpful Feedback) إعطاء الملاحظات المفيدة,4.8,Beginner level,Approx. 5 hours to complete,Flexible schedule,395 reviews,,[],"['مقدمة حول إعطاء الملاحظات المفيدة والملاحظات الإيجابية', 'الملاحظات السلبية: استخدامها بكل حذر', 'مهارات الملاحظات الأساسية السبعة - الجزء الأول', 'مهارات الملاحظات الأساسية السبعة - الجزء الثاني', 'إعطاء الملاحظات المفيدة: تحويل معارفك إلى تغيير بعيد المدى', 'موارد مفيدة في الفصل']",['Tracy Jennings'],['University of Colorado Boulder'],Personal Development,https://www.coursera.org/learn/feedback-ar
Story and Narrative Development for Video Games,4.7,Beginner level,11 hours (approximately),Flexible schedule,"1,206 reviews",,"['Interactive Storytelling', 'Video Game Development', 'Video Game Design', 'Game Design']","['Week 1: An Introduction to Story', 'Week 2: Game Story Structure', 'Week 3: Story Workshop', 'Week 4: From Story to Game']",['Dariush Derakhshani'],['California Institute of the Arts'],Personal Development,https://www.coursera.org/learn/video-game-story
Social Impact Strategy: Tools for Entrepreneurs and Innovators,4.8,Beginner level,Approx. 7 hours to complete,Flexible schedule,"1,278 reviews",,"['Market Analysis', 'Business Model', 'Business Modeling', 'Social Entrepreneurship']","['Introduction', 'Define and Design', 'Pilot and Scale', 'Sector Selection and Business Models']",['Peter  Frumkin'],['University of Pennsylvania'],Personal Development,https://www.coursera.org/learn/social-impact
Fundamentals of Speechwriting,,Beginner level,Approx. 2 hours to complete,Flexible schedule,,,"['Speechwriting', 'Public Speaking']",['Fundamentals of Speechwriting'],['Laura Ewing'],['Coursera Instructor Network'],Personal Development,https://www.coursera.org/learn/fundamentals-of-speechwriting
How to Finance and Grow Your Startup – Without VC,4.6,Beginner level,Approx. 22 hours to complete,Flexible schedule,456 reviews,,"['Venture Capital', 'Finance', 'Customer', 'Entrepreneurship']","['Introduction: Why this course?', 'Module 1: Why taking venture capital is a bad idea', 'Module 2: Matchmaker models', 'Module 3: Pay-in-advance models', 'Module 4: Subscription models', 'Module 5: Scarcity models', 'Module 6: Service-to-product models', 'Module 7: Putting a customer-funded model to work in your business']",['John Mullins'],"['University of London', 'London Business School']",Personal Development,https://www.coursera.org/learn/startup-financing-without-vc
