Course Title,Rating,Level,Duration,Schedule,Review,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url
Climate Change: Carbon Capture and Storage,,,Approx. 37 hours to complete,Flexible schedule,,"How to protect the atmosphere with the technology of Carbon Capture and Storage, often called CCS, from an excess of carbon dioxideThe fundamental drivers to make fossil fuels ‘safe to use’ in the context of the Paris Climate Change agreement of 2015Key sectors of the global economy where CCS can contribute to deep reductions in emissionsThe uniqueness of CCS to complement other low-carbon technologies",[],"['Week 1 - Climate Drivers', 'Week 2 - CCS Across the Whole Economy', 'Week 3 - Capturing Carbon', 'Week 4 - Geological Carbon Storage', 'Week 5 - Future Prospects']","['Dr Mark Wilkinson', 'Dr Erika Palfi']",['The University of Edinburgh'],Physical Science and Engineering,https://www.coursera.org/learn/climate-change-carbon-capture-and-storage
Image Processing for Engineering and Science Specialization,4.8,Beginner level,1 months at 10 hours a week,Flexible schedule,105 reviews,Detect & analyze regions of interest in images and videosReduce noise & improve contrast to better analyze imagesUse interactive apps for rapid prototyping & code generation to automate your analysisScale your algorithms to analyze large image datasets and video,"['Image Processing', 'Image Segmentation', 'Object Detection', 'Matlab', 'video processing']","['Introduction to Image Processing', 'Image Segmentation, Filtering, and Region Analysis', 'Automating Image Processing']","['Sam Jones', 'Max Babayev', 'Isaac Bruss', 'Amanda  Wang', 'Matt Rich', 'Megan Thompson', 'Brandon Armstrong']",['MathWorks'],Physical Science and Engineering,https://www.coursera.org/specializations/image-processing
How Things Work: An Introduction to Physics,4.8,Intermediate level,Approx. 14 hours to complete,Flexible schedule,"2,840 reviews",,[],"['Course Introduction', 'Skating', 'Falling Balls', 'Ramps', 'Seesaws', 'Wheels', 'Bumper Cars', 'Final']",['Louis A. Bloomfield'],['University of Virginia'],Physical Science and Engineering,https://www.coursera.org/learn/how-things-work
Introduction to Chemistry:  Structures and Solutions,4.7,Beginner level,Approx. 16 hours to complete,Flexible schedule,485 reviews,,[],"['Review Videos (I)', 'light', 'Quantum Number, Lewis Dot Structure', 'Formal Charge, VSEPR Theory, Hybridization', 'Phases of Matter, Gas Laws', 'Intermolecular Forces and Phase Changes', 'Solutions', 'Strengthen Your Understanding']",['Prof. Dorian A. Canelas'],['Duke University'],Physical Science and Engineering,https://www.coursera.org/learn/basic-chemistry
Introdução ao Controle de Sistemas,4.9,,Approx. 19 hours to complete,Flexible schedule,"1,153 reviews",,[],"['A necessidade de modelos teóricos', 'A Função de Transferência', 'Estabilidade e Erro em Regime', 'Resposta ao Degrau e Projeto Proporcional']","['Rubens Junqueira Magalhães Afonso', 'Jackson Paul Matsuura']",['Instituto Tecnológico de Aeronáutica'],Physical Science and Engineering,https://www.coursera.org/learn/controle
BIM Fundamentals for Engineers,4.7,Beginner level,Approx. 12 hours to complete,Flexible schedule,"1,608 reviews",,"['Construction Management', 'Mechanical Engineering', 'Beam Robotics', 'Civil Engineering']","['Initiation: Prepare for the Class', 'Fundamental BIM Knowledge', 'View & Retrieve Information from BIM Models', 'Modeling a BIM model', 'Closure']",['謝尚賢'],['National Taiwan University'],Physical Science and Engineering,https://www.coursera.org/learn/bim-fundamentals
Linear Circuits 1: DC Analysis,4.5,,Approx. 85 hours to complete,Flexible schedule,"1,448 reviews",,[],"['Module 1: Introduction', 'Module 2', 'Module 3', 'Module 4', 'Module 5', 'Module 6', 'Module 7']","['Dr. Bonnie H. Ferri', 'Dr Mary Ann Weitnauer', 'Dr. Joyelle Harris']",['Georgia Institute of Technology'],Physical Science and Engineering,https://www.coursera.org/learn/linear-circuits-dcanalysis
Robotics: Aerial Robotics,4.5,,17 hours (approximately),Flexible schedule,"3,016 reviews",,"['Motion Planning', 'Robotics', 'Quadcoper', 'Matlab']","['Introduction to Aerial Robotics', 'Geometry and Mechanics', 'Planning and Control', 'Advanced Topics']",['Vijay Kumar'],['University of Pennsylvania'],Physical Science and Engineering,https://www.coursera.org/learn/robotics-flight
Embedded Software and Hardware Architecture,4.5,Intermediate level,Approx. 4 hours to complete,Flexible schedule,466 reviews,"Describe relationship between ARM architecture and C-Programming memory interactionsConstruct specialized embedded system data structures including circular buffers, LIFO Buffers, and Linked ListsIdentify techniques to manipulate memory",[],"[' Interfacing C-Programs with ARM Core Microcontrollers', 'Manipulating Memory', 'Designing Embedded Data Structures']",['Alex Fosdick'],['University of Colorado Boulder'],Physical Science and Engineering,https://www.coursera.org/learn/embedded-software-hardware
Applied Computational Fluid Dynamics,4.8,Intermediate level,Approx. 31 hours to complete,Flexible schedule,79 reviews,,[],"['Introduction to Applied Computational Fluid Dynamics', 'Flows in Diffusors and Nozzles', 'Secondary and Vortex Flows', 'Flows Around a Circular Cylinder', 'Flows with Heat Transfer']",['Milovan Peric'],['Siemens'],Physical Science and Engineering,https://www.coursera.org/learn/applied-computational-fluid-dynamics
Global Environmental Management,4.7,Intermediate level,Approx. 13 hours to complete,Flexible schedule,"1,964 reviews",,"['Urban Planning', 'Water Resource Development', 'Natural Resources', 'Green Technology']","['WEEK/MODULE 1: Global Trends', 'WEEK/MODULE 2: Environmental Management', 'WEEK/MODULE 3: Utility Management', 'WEEK/MODULE 4: Technologies for the Built Environment', 'WEEK/MODULE 5: Other Technologies']","['Steffen Foss Hansen', 'Henrik Bregnhøj']",['Technical University of Denmark (DTU)'],Physical Science and Engineering,https://www.coursera.org/learn/global-environmental-management
Mountains 101,4.9,,Approx. 18 hours to complete,Flexible schedule,"2,465 reviews",,"['Biodiversity', 'History', 'Geology', 'Ecology', 'Climate']","['Lesson 1: Why Mountains Matter', 'Lesson 2: Origins', 'Lesson 3: Climate', 'Lesson 4: Bodies at Altitude', 'Lesson 5: Water Towers', 'Lesson 6: Glaciers', 'Lesson 7: Imagination', 'Lesson 8: Hazards', 'Lesson 9: Mountain Biodiversity and Adaptations of Plants', '  Lesson 10: Animal Adaptations', ' Lesson 11: Use and Preservation', ' Lesson 12: Future Mountains']","['Zac Robinson', 'David Hik']",['University of Alberta'],Physical Science and Engineering,https://www.coursera.org/learn/mountains-101
Transmission electron microscopy for materials science,4.6,Intermediate level,Approx. 45 hours to complete,Flexible schedule,113 reviews,You will be able to understand papers where TEM has been used and have the necessary theoretical basis for taking a practical training on the TEM.,[],"['Introduction', 'Introduction (II)', 'Diffraction basics (I): Ewald sphere / Reciprocal lattice', 'Diffraction basics (II): Multi-beam / Kinematical scattering', 'Diffraction and imaging: Dynamical effects (I)', 'Diffraction and imaging: Dynamical effects (II)', 'Phase contrast (I)', 'Phase contrast (II)']","['Duncan Alexander', 'Cécile Hébert']",['École Polytechnique Fédérale de Lausanne'],Physical Science and Engineering,https://www.coursera.org/learn/microscopy
Introduction to Thermodynamics: Transferring Energy from Here to There,4.8,Beginner level,Approx. 15 hours to complete,Flexible schedule,"3,344 reviews","Understand the tools you need to analyze energy systems.Understand energy systems and demands, and how they are deeply tied to challenges of clean water, health, food resources, and poverty.  ","['Energy', 'Energy Systems', 'Mechanical Engineering', 'Energy Analysis']","['Week 1', 'Week 2', 'Week 3', 'Week 4', 'Week 5', 'Week 6', 'Week 7', 'Week 8']","['Margaret Wooldridge, Ph.D.']",['University of Michigan'],Physical Science and Engineering,https://www.coursera.org/learn/thermodynamics-intro
Introduction to battery-management systems,4.8,Intermediate level,24 hours (approximately),Flexible schedule,"2,031 reviews",Understand how lithium-ion battery cells workUnderstand the requirements of a battery-management system,"['Understand the requirements of a battery-management system', 'Understand how lithium-ion battery cells work']","['Battery Boot Camp', 'How lithium-ion cells work', 'BMS sensing and high-voltage control', 'BMS design requirements 2-5', 'How are cells made? How can they fail?']",['Gregory Plett'],"['University of Colorado Boulder', 'University of Colorado System']",Physical Science and Engineering,https://www.coursera.org/learn/battery-management-systems
Chemical Biology,4.6,Intermediate level,Approx. 21 hours to complete,Flexible schedule,117 reviews,"Foundational comprehension of chemical biologyInterfacial science problem solving and method designUnderstanding of applied, translational concepts in life sciences",[],"['Welcome to Chemical Biology: Concepts and techniques', 'The Devil is in the Minutest Detail', 'A ruler over time and space! Fluorescent assays to measure complex parameters in real time', 'Putting proteins to work for us', 'Making light work of it on a larger and larger scale', 'Casting wide your net']","['Robbie Loewith', 'Marcus J. C. Long']",['University of Geneva'],Physical Science and Engineering,https://www.coursera.org/learn/chemical-biology
Nanotechnology: A Maker’s Course,4.8,,Approx. 26 hours to complete,Flexible schedule,"2,855 reviews",,[],"['Introduction to Nanotechnology', 'Nano Measurement and Characterization Tools: Scanning Electron Microscopy and Energy-Dispersive X-ray Spectroscopy', 'Nano Measurement and Characterization Tools: Transmission Electron Microscopy', 'Nano Measurement and Characterization Tools: X-ray and Optical Characterization', 'Nanofabrication: Vacuum Pumps and Thin Film Vacuum Deposition', 'Nanofabrication: Vapor Deposition', 'Nanofabrication: Patterning and Self-Assembly', 'Nanofabrication: Etching', 'Closing']","['James Cahoon', 'Nan M. Jokerst', 'Carrie Donley', 'Jacob Jones']","['Duke University', 'North Carolina State University', 'The University of North Carolina at Chapel Hill']",Physical Science and Engineering,https://www.coursera.org/learn/nanotechnology
Computer Vision for Engineering and Science Specialization,4.7,Intermediate level,1 months at 10 hours a week,Flexible schedule,51 reviews,"Use a variety of algorithms to detect & match image features & perform image registrationTrain image classification & detection models using traditional image featuresPerform multi-object tracking to count, track, & determine the direction of objects in video filesUse deep learning models such as YOLO to perform object detection & compare their size and speed","['Image Processing', 'Computer Vision', 'Object Detection', 'Matlab', 'image classification']","['Introduction to Computer Vision', 'Machine Learning for Computer Vision', 'Object Tracking and Motion Detection with Computer Vision']","['Isaac Bruss', 'Amanda  Wang', 'Matt Rich', 'Megan Thompson', 'Brandon Armstrong']",['MathWorks'],Physical Science and Engineering,https://www.coursera.org/specializations/computer-vision
